Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
IAC,207.95,0.07218479,0.15,Neutral,686789,17408612000,30.60076,7.39902,7800,Technology
IDXX,204.72,1.4771488,2.98,Sell,506416,17350957000,47.07129,4.36426,8377,Healthcare
AMP,124.36,0.008041818,0.01,Sell,1228263,17328964000,8.76787,14.39014,14000,Financials
KLAC,116.93,2.6151822,2.98,Buy,1446167,17247926000,12.75994,8.97929,6550,Technology
DXC,65.44,1.9473438,1.25,Sell,1926155,17220327000,12.93551,5.0387,150000,Technology
LNG,68,2.5795746,1.71,Strong Buy,2367246,17064089000,34.07981,1.96573,1372,Energy
CMG,616.88,0.07137759,0.44,Buy,570803,17050280000,101.3242,6.11045,73000,Consumer Cyclicals
FRC,102.64,0.90444356,0.92,Buy,1029038,17007814000,21.16561,4.88444,4340,Financials
CBRE,50.57,0.9582751,0.48,Buy,1479935,16875961000,15.9654,3.17143,90000,Financials
TSS,93.93,0.9131929,0.85,Buy,1234565,16808945000,29.6418,3.1712,12820,Technology
HES,55.93,1.6909091,0.93,Sell,4506440,16698509000,,-1.0903,1708,Energy
VEEV,118.48,3.4398463,3.94,Buy,1580407,16616137000,74.46995,1.59138,2171,Healthcare
CDNS,59.96,1.352265,0.8,Buy,1987964,16587576000,48.29348,1.25815,7500,Technology
OMC,75.51,2.0681264,1.53,Buy,2231548,16548645000,12.40622,5.98663,70400,Consumer Cyclicals
LLL,210.32,0.9891482,2.06,Buy,500905,16529251000,20.7148,10.19226,31000,Industrials
MGA,50.45,0.920184,0.46,Sell,898857,16364012000,7.58389,6.6608,174000,Consumer Cyclicals
CHD,66.45,1.2185833,0.8,Strong Buy,830044,16143405000,28.94442,2.3181,4700,Consumer Non-Cyclicals
ABC,77.95,2.015443,1.54,Sell,1336164,16124451000,14.78771,5.22217,21000,Consumer Non-Cyclicals
BMRN,91.27,1.4223802,1.28,Sell,609091,16051714000,,-0.46365,2849,Healthcare
LBRDK,89.6,1.7026106,1.5,Buy,558165,15966943000,230.1098,0.38578,0,Consumer Cyclicals
KEYS,85,1.2025241,1.01,Buy,1257050,15789173000,100.588,0.84626,12900,Industrials
FANG,97.58,2.1780105,2.08,Sell,1398792,15698435000,12.01643,7.96617,711,Energy
GRMN,83.86,1.4271891,1.18,Buy,1162132,15664636000,22.60573,3.67897,13000,Industrials
NTAP,65.26,3.2758348,2.07,Buy,2186370,15606335000,16.36801,4.04045,10300,Technology
CMS,54.95,0.5673499,0.31,Buy,1836241,15484981000,24.63447,2.2232,7957,Utilities
GPC,106.36,0.39645082,0.42,Buy,850814,15461283000,19.24978,5.52602,50000,Consumer Cyclicals
SNPS,105.41,2.1414728,2.21,Buy,1475717,15446545000,27.07482,3.91436,13245,Technology
MSCI,183.66,0.668713,1.22,Buy,517158,15383942000,32.76439,5.73075,3038,Industrials
SSNC,62.33,2.973732,1.8,Buy,1457647,15230935000,148.0204,0.43076,22600,Technology
W,170.17,3.070866,5.07,Strong Buy,2225588,15041209000,,-5.62588,12124,Consumer Cyclicals
VMC,114.01,0.42279574,0.48,Buy,910002,14966758000,29.30669,3.91761,8373,Basic Materials
MTCH,53.58,1.0371488,0.55,Sell,1945313,14766146000,32.47815,1.71437,1400,Technology
FNV,77.07,-0.15546055,-0.12,Buy,542106,14663653000,67.23648,1.172267,32,Basic Materials
RMD,101.4,0.3960396,0.4,Buy,1100114,14473301000,31.45604,3.23976,5940,Healthcare
LH,149.01,1.7063682,2.5,Buy,503126,14445886000,16.19752,9.15339,61000,Healthcare
TWLO,122.09,4.5291095,5.29,Buy,4002496,14434276000,,-1.25005,1440,Technology
AJG,79.04,1.4503915,1.13,Buy,1442222,14340114000,22.54927,3.52199,30400,Financials
MXIM,53.35,2.6948988,1.4,Sell,2059398,14203044000,19.90543,2.65201,7149,Technology
EVRG,56.35,1.0581062,0.59,Sell,1882979,14198171000,24.17998,2.30766,4832,Utilities
SWKS,81.48,1.6847622,1.35,Buy,1134119,13947803000,13.20225,6.12306,9400,Technology
PFG,50.59,1.3624524,0.68,Sell,1790533,13890636000,9.33018,5.4052,16475,Financials
NDAQ,84.02,0.69511026,0.58,Sell,910786,13802648000,18.60743,4.52497,4099,Financials
CINF,85.45,1.1362292,0.96,Buy,577733,13766623000,48.91251,1.76482,4999,Financials
FTNT,82.56,2.3428783,1.89,Buy,1428950,13765019000,38.68694,2.14982,5845,Technology
MMP,60.16,0.43405676,0.26,Buy,1679618,13681365000,10.26411,5.84069,1868,Energy
CDW,94.71,2.6110508,2.41,Buy,893194,13573563000,22.04416,4.26351,,Technology
XYL,76.89,2.4107618,1.81,Buy,832743,13480817000,24.41904,3.09812,17000,Industrials
IFF,126.34,0.7496013,0.94,Strong Sell,626493,13371815000,28.03594,4.49543,13000,Consumer Non-Cyclicals
CE,101.49,1.7137703,1.71,Buy,809990,13345373000,11.24009,8.92849,7684,Basic Materials
DRI,108.78,1.0590858,1.14,Neutral,910001,13294517000,22.57659,4.84731,180656,Consumer Cyclicals
CPRT,58.92,1.1675824,0.68,Buy,1295833,13290712000,29.38668,2.07349,6026,Consumer Cyclicals
CMA,82.49,-1.1740745,-0.98,Sell,3114077,13271773000,11.69819,7.2629,7573,Financials
CTXS,100.14,0.160032,0.16,Sell,2769736,13169949000,26.56111,4.0393,8200,Technology
EFX,110.04,1.3913203,1.51,Buy,640452,13099559000,43.95137,2.49067,10900,Industrials
DOV,90.54,1.4226503,1.27,Buy,700687,12938849000,23.01675,3.93618,24000,Industrials
DXCM,144.09,0.59340966,0.85,Buy,951867,12891853000,,-1.43641,2800,Healthcare
WYNN,119.37,-0.18396187,-0.22,Sell,1293197,12872121000,76.24871,1.58496,26000,Consumer Cyclicals
TAP,60.1,1.0933558,0.65,Strong Sell,1140521,12853286000,11.53122,5.16968,17750,Consumer Non-Cyclicals
GDDY,74.27,1.5727571,1.15,Buy,1286211,12822048000,172.5953,0.47701,6821,Technology
LYV,62.24,2.3852608,1.45,Buy,1488215,12820504000,,-0.08385,9500,Consumer Cyclicals
EXPD,76.17,2.2278888,1.66,Buy,1079783,12791098000,20.76714,3.6631,17400,Industrials
IT,144.16,2.060177,2.91,Buy,632660,12671783000,111.1155,1.29195,15173,Technology
LNC,60.94,1.2797076,0.77,Neutral,1356986,12292359000,8.1323,7.51177,11034,Financials
MLM,198.63,1.1199919,2.2,Strong Buy,505346,12263233000,26.42899,7.46087,8714,Basic Materials
WCG,239.8,0.037545368,0.09,Sell,619138,11984233000,25.3277,9.58435,12000,Healthcare
NCLH,55.46,0.8180331,0.45,Buy,2049677,11977209000,12.88188,4.29549,33200,Consumer Cyclicals
CHRW,88.87,1.6354071,1.43,Sell,769424,11966489000,18.36847,4.8076,15262,Industrials
TXT,52.08,1.9178082,0.98,Sell,1831573,11949605000,10.64206,4.86078,35000,Industrials
TRU,65.16,1.542777,0.99,Buy,995752,11935620000,43.21096,1.53546,7100,Industrials
UHS,129.7,0.3947674,0.51,Sell,736350,11728482000,15.80818,8.21342,78700,Healthcare
ATO,100.56,0.399361,0.4,Strong Buy,709160,11708441000,25.26505,3.96659,4628,Utilities
SJM,103.13,0.62445116,0.64,Sell,903295,11657886000,18.50835,5.5322,7000,Consumer Non-Cyclicals
TIF,96.28,2.067211,1.95,Buy,956471,11498827000,20.07231,4.72541,13100,Consumer Cyclicals
AKAM,71.94,2.3328593,1.64,Buy,1145455,11473838000,39.20563,1.81302,7519,Technology
BR,99.49,0.55589247,0.55,Strong Sell,1038016,11445456000,26.95531,3.78216,10000,Industrials
RJF,81,0.8089608,0.65,Sell,965893,11332402000,12.26892,6.70567,13900,Financials
DGX,85.44,1.2682233,1.07,Sell,1487940,11327665000,16.31073,5.28676,46000,Healthcare
KSU,114.6,2.9649596,3.3,Strong Buy,1241497,11234796000,18.76919,5.95431,7200,Industrials
KSS,69.55,2.626531,1.78,Buy,2611018,11190818000,13.96568,4.88497,33000,Consumer Cyclicals
SGEN,70.96,2.5137243,1.74,Buy,783267,11114049000,,-1.42427,1302,Healthcare
JBHT,104.61,2.780507,2.83,Sell,1049875,11067434000,22.80973,4.50562,27621,Industrials
EMN,80.73,2.215751,1.75,Sell,790675,11035602000,10.69474,7.48603,14500,Basic Materials
TSCO,89.52,-0.96249586,-0.87,Sell,1450278,11012033000,20.91693,4.35014,15000,Consumer Cyclicals
HAS,87.08,0.03446295,0.03,Sell,979880,10954587000,42.7426,2.05084,5800,Consumer Cyclicals
AAP,155.46,2.4313107,3.69,Sell,1047765,10877377000,26.8371,5.6757,40000,Consumer Cyclicals
EXAS,90.85,6.419117,5.48,Buy,2408535,10736209000,,-1.43237,1977,Healthcare
DATA,127.06,2.3851733,2.96,Buy,502883,10683291000,,-0.90256,4181,Technology
PTC,90.42,2.2156906,1.96,Buy,790251,10493808000,194.0764,0.46189,6110,Technology
PNW,94.12,1.0304852,0.96,Buy,969383,10447569000,20.78481,4.49728,96,Utilities
PAYC,181.16,1.7295598,3.08,Buy,776157,10435405000,76.09964,2.37325,3050,Technology
CBOE,94.5,2.3502653,2.17,Strong Sell,848627,10304211000,24.51647,3.77793,842,Financials
DPZ,246.99,-1.4090692,-3.53,Strong Sell,879487,10281517000,29.93149,8.66249,14500,Consumer Cyclicals
LW,70.21,0.28567347,0.2,Sell,1504167,10255908000,25.89759,2.71449,7200,Consumer Non-Cyclicals
FMC,78.44,1.1737392,0.91,Buy,927887,10255793000,15.80893,4.95848,7300,Basic Materials
PKI,92.92,1.1429193,1.05,Buy,519233,10179198000,43.53657,2.12855,12500,Healthcare
SPR,92.84,-3.752851,-3.62,Sell,3478307,10172545000,17.13185,5.69112,17000,Industrials
JEC,73.04,1.5855354,1.14,Buy,1232875,10031262000,22.58301,3.20024,74400,Industrials
KMX,59.55,2.004111,1.17,Sell,1618948,9929687000,13.26764,4.4296,25110,Consumer Cyclicals
TTWO,89.8,3.170956,2.76,Sell,2267411,9849615000,27.3653,3.23994,4492,Consumer Cyclicals
URI,124.01,0.62479717,0.77,Sell,1213774,9808805000,9.31147,13.37311,18500,Industrials
IONS,73.92,4.910588,3.46,Buy,1375372,9751506000,36.10112,2.07342,737,Healthcare
BURL,145.08,1.0869565,1.56,Sell,2709176,9674381000,23.73683,6.14179,40000,Consumer Cyclicals
SRPT,134.39,2.7446482,3.59,Buy,1233962,9636828000,,-5.42231,499,Healthcare
RL,123.46,1.146977,1.4,Buy,566111,9596595000,23.31071,5.30619,12800,Consumer Cyclicals
MHK,133.11,0.7798304,1.03,Sell,501602,9550691000,11.13757,11.91679,42100,Consumer Cyclicals
UGI,54.87,0.5129145,0.28,Strong Buy,539160,9490149000,23.14558,2.39743,7700,Utilities
FFIV,162.09,2.5951009,4.1,Strong Sell,563358,9480736000,19.45718,8.21009,4409,Technology
DOCU,57.15,2.0717986,1.16,Buy,2478327,9252385000,,-2.51906,2255,Technology
PKG,97.79,0.40041068,0.39,Buy,1165912,9203903000,12.52124,7.79349,15000,Basic Materials
LDOS,63.18,1.1851377,0.74,Buy,717355,9126286000,16.49735,3.83517,32000,Technology
AVY,109.15,0.6918819,0.75,Buy,779566,9103514000,20.3718,5.39186,30000,Basic Materials
LEA,147.2,1.5102407,2.19,Sell,517913,9065361000,8.40784,17.37266,169000,Consumer Cyclicals
TMK,82.09,1.1583487,0.94,Sell,578341,8945675000,13.34954,6.20683,3102,Financials
HSIC,59.93,2.322008,1.36,Sell,1963355,8867715000,17.1759,3.43256,18000,Healthcare
ALNY,87.85,5.5001802,4.58,Buy,703320,8848125000,,-7.57339,1065,Healthcare
HLF,57.4,-0.3472222,-0.2,Buy,1187819,8804973000,25.43192,2.36719,8300,Consumer Non-Cyclicals
CGNX,52.51,1.9809672,1.02,Buy,893664,8796110000,39.61623,1.33708,2124,Industrials
ALB,85.51,3.0613475,2.54,Sell,1015987,8774398000,13.61986,6.14895,5900,Basic Materials
WHR,136.6,-0.6906579,-0.95,Buy,530107,8751099000,,-2.50202,92000,Consumer Cyclicals
MTN,220.53,1.8379127,3.98,Buy,849012,8737603000,39.77781,5.72656,6100,Consumer Cyclicals
WLK,68.77,1.836221,1.24,Sell,538465,8675873000,8.87313,7.64748,8870,Basic Materials
OKTA,80.93,3.1875558,2.5,Sell,2497034,8661702000,,-1.13189,1176,Technology
HII,200.52,0.19988008,0.4,Sell,567145,8596013000,10.47334,19.11978,40000,Industrials
AOS,51.15,0.55042267,0.28,Sell,1634339,8541716500,19.71025,2.60496,16300,Industrials
TTD,204.38,5.1607924,10.03,Buy,2328335,8524968400,101.7742,2.06365,944,Technology
PVH,111.99,1.5505985,1.71,Sell,601993,8460180500,16.40805,6.80749,19600,Consumer Cyclicals
QRVO,69.37,1.1519394,0.79,Buy,939770,8420840000,393.9116,0.19063,8300,Technology
ZEN,79.21,2.603627,2.01,Buy,2473415,8365305300,,-1.24135,2740,Technology
HFC,50.07,2.602459,1.27,Sell,2314021,8333357600,7.95103,6.19452,3622,Energy
DVA,50.47,1.041041,0.52,Sell,1408335,8311680000,14.03259,3.59233,77700,Healthcare
ALLE,88.58,0.68197316,0.6,Buy,518441,8310444500,20.37329,4.34899,11000,Technology
MOH,135.85,2.4896266,3.3,Buy,735103,8279073000,12.61225,11.60173,11000,Healthcare
RNG,104.56,2.6204731,2.67,Buy,973618,8278094300,,-0.32902,1871,Technology
ETSY,70.66,4.264424,2.89,Buy,3015321,8103014400,107.1598,0.68051,874,Consumer Cyclicals
ROKU,74.12,3.9988775,2.85,Strong Buy,9828637,7840278500,,-0.08872,1111,Consumer Cyclicals
BKI,52.1,0.57915056,0.3,Buy,573016,7770617300,45.56891,1.14156,4700,Technology
H,72.35,-0.44034678,-0.32,Sell,744077,7702022000,11.03728,6.69732,54000,Consumer Cyclicals
RHI,65.01,0.5102041,0.33,Sell,953442,7701996500,17.91218,3.64386,18900,Industrials
BLUE,147.01,5.8920984,8.18,Buy,672012,7628871700,,-10.67019,764,Healthcare
DOX,54.93,0.65970314,0.36,Sell,715977,7616639500,,,24381,Technology
EWBC,52.1,-0.21068761,-0.11,Sell,810815,7578104000,10.82436,4.86469,3200,Financials
JAZZ,133,0.36220947,0.48,Buy,639678,7561025500,18.13303,7.45897,1360,Healthcare
BAH,55.22,3.5633907,1.9,Buy,2262760,7516620300,17.79255,3.02326,25800,Technology
ZS,63.34,4.6250415,2.8,Strong Buy,3668776,7515865000,,-0.2337,1050,Technology
CCK,54.75,0.23800805,0.13,Strong Buy,3347940,7392166400,16.72807,3.27009,33000,Basic Materials
WBC,141.02,-1.101059,-1.57,Buy,683596,7325781000,18.89503,7.57546,16135,Industrials
FL,59.85,-0.3828229,-0.23,Buy,3265401,7299771000,13.59894,4.42992,15141,Consumer Cyclicals
CVNA,52.14,5.120968,2.54,Buy,2487743,7218666500,,-2.17423,3879,Consumer Cyclicals
GWRE,89.96,1.4891697,1.32,Buy,1013645,7216597500,158.6256,0.56006,153,Technology
CDK,58.65,2,1.15,Buy,794645,7170960000,20.19145,2.86086,8500,Technology
TTC,67.58,0.65534705,0.44,Buy,572820,7124250600,23.57436,2.9053,6888,Industrials
BG,51.64,2.8070874,1.41,Sell,2452321,7088366600,38.54506,1.39592,31000,Consumer Non-Cyclicals
EEFT,137.9,1.7336776,2.35,Buy,521889,7031146500,33.31605,4.29372,7100,Industrials
TRIP,51.81,1.7678256,0.9,Sell,1225007,7020556300,57.58398,0.89987,3366,Consumer Cyclicals
NBIX,80.02,4.1113715,3.16,Sell,864672,6980522500,425.6992,0.22707,585,Healthcare
OLED,151.99,3.0510542,4.5,Buy,778628,6948309000,121.2712,1.21726,265,Technology
XEC,68.74,0.65895444,0.45,Strong Sell,1466812,6925245000,8.21041,8.31943,955,Energy
ICLR,131.95,2.8609293,3.67,Sell,540312,6923490300,21.78717,5.96165,13670,Healthcare
MIDD,127.57,3.2203252,3.98,Strong Buy,623822,6884391400,21.67048,5.70658,4162,Consumer Cyclicals
FLIR,50.55,2.1005857,1.04,Buy,805255,6849612000,24.52617,2.05189,3649,Technology
ALK,55.42,-0.35958287,-0.2,Sell,2414342,6847735000,15.77859,3.54577,23376,Industrials
BERY,54.72,4.9482164,2.58,Strong Buy,3011503,6793842000,17.90239,2.98159,24000,Basic Materials
WAB,71.11,1.4118654,0.99,Sell,1972757,6774525400,24.19458,2.91334,18000,Industrials
HUBS,166.04,2.1344652,3.47,Buy,519731,6693280300,,-1.65851,2638,Technology
GRUB,76.35,4.0190735,2.95,Sell,2946777,6679354000,86.03613,0.88438,2722,Technology
PRAH,102.51,0.6480118,0.66,Sell,521733,6674399000,43.08777,2.4425,16400,Healthcare
WWE,88.04,4.896938,4.11,Buy,730972,6548625400,75.10582,1.27946,915,Consumer Cyclicals
TLRY,70,0,0,Sell,1617850,6521539000,,-0.45568,313,Healthcare
INGR,92.23,1.140476,1.04,Sell,556284,6447482000,14.72702,6.27724,11000,Consumer Non-Cyclicals
FIVE,117.01,1.8452433,2.12,Sell,658932,6406247400,50.50132,2.29188,2700,Consumer Cyclicals
PFPT,116.93,2.2651742,2.59,Buy,726504,6328672000,,-1.99257,2047,Technology
PSXP,51.4,1.7217494,0.87,Buy,737782,6270978000,12.62543,4.22437,600,Energy
LPLA,72.97,1.6861762,1.21,Sell,720630,6105997300,14.77349,4.99372,4229,Financials
ESTC,84.99,0.7229201,0.61,Buy,1488013,6021701000,,-1.24212,1247,Technology
PLNT,65.73,2.6389756,1.69,Strong Buy,1263368,5957769000,63.75375,1.00997,1052,Consumer Cyclicals
MLNX,117.89,7.7802157,8.51,Strong Buy,25164866,5931159600,44.46269,2.53707,2330,Technology
HXL,69.57,-0.28665614,-0.2,Buy,1121037,5916110300,23.06134,3.06405,6626,Industrials
DNKN,70.76,0.028272547,0.02,Buy,561204,5845680000,26.09764,2.75151,1107,Consumer Cyclicals
EHC,59.39,0.57578325,0.34,Sell,600783,5830828500,20.15716,3.03239,30060,Healthcare
WWD,93.83,-0.05325948,-0.05,Buy,754923,5828312000,28.9754,3.36256,8300,Industrials
SON,59.29,1.6806723,0.98,Buy,883654,5825848300,18.56941,3.15501,23000,Basic Materials
RS,87.86,1.8666667,1.61,Buy,537852,5785489000,9.84898,8.8523,15600,Basic Materials
HP,54.27,2.764628,1.46,Sell,1045315,5777695000,,-0.02353,8780,Energy
NEWR,104.14,3.5600636,3.58,Buy,527023,5767263000,,-0.54906,1627,Technology
GOOS,51.93,3.1175537,1.57,Sell,1812626,5646107000,53.24884,0.9895545,2656,Consumer Cyclicals
GH,66.82,6.198347,3.9,Buy,569633,5395648000,,,348,Healthcare
COUP,93.57,3.2895463,2.98,Buy,3648565,5385110000,,-0.84457,833,Technology
CREE,53.71,3.1496062,1.64,Buy,999299,5374887000,,-2.88387,6796,Technology
FSLR,53.62,4.808444,2.46,Buy,1748673,5366406000,40.74254,1.2795,6400,Energy
MDB,104.57,4.779559,4.77,Buy,1314361,5349634600,,-2.30492,962,Technology
BPOP,53.98,1.6572505,0.88,Sell,527105,5313901600,8.38649,6.34066,7784,Financials
PII,85.96,0.9868421,0.84,Sell,556881,5188972500,16.19584,5.3712,12000,Consumer Cyclicals
NFG,59.84,-0.10016695,-0.06,Buy,559658,5168083500,17.39201,3.46831,2105,Utilities
OLLI,80.57,0.78809106,0.63,Sell,800561,5026724400,33.82902,2.49547,3000,Consumer Cyclicals
WIX,108.15,2.0475562,2.17,Buy,574393,4923151000,,-0.78059,1728,Technology
CASY,131.29,1.5626209,2.02,Sell,721294,4731993600,27.30003,4.77661,17917,Consumer Non-Cyclicals
HQY,78.05,4.28915,3.21,Buy,594758,4669165600,71.19889,1.0853,1027,Healthcare
AXS,55.66,-0.03591954,-0.02,Sell,643232,4656443400,7147.625,0.00779,1567,Financials
FGEN,54.18,-0.3494574,-0.19,Buy,1020398,4652027400,,-1.03659,461,Healthcare
POR,52.02,1.0293261,0.53,Strong Buy,893124,4596500500,21.6969,2.37638,2967,Utilities
WSM,57.61,1.0170085,0.58,Buy,1211833,4571255300,15.6,3.68984,10900,Consumer Cyclicals
GWR,87.53,9.030891,7.25,Buy,3109350,4560336400,19.82531,4.111,8000,Industrials
INXN,65.3,3.7166455,2.34,Buy,803116,4514735600,130.6579,0.48471,658,Technology
AYX,75.17,4.4027777,3.17,Buy,1102955,4448464000,221.6817,0.45279,555,Technology
VAC,95.42,-1.3236815,-1.28,Sell,631078,4371803000,74.6672,1.4143,23000,Consumer Cyclicals
ONCE,113.98,0.16697425,0.19,Strong Buy,2766119,4319616500,,-2.09545,368,Healthcare
TXRH,59.71,-0.16719612,-0.1,Sell,962999,4283443200,27.19057,2.21468,2361,Consumer Cyclicals
MKSI,80.33,2.3964307,1.88,Sell,613268,4251811600,11.00924,7.20412,4851,Industrials
CRI,93.26,0.38751346,0.36,Buy,893346,4229365500,15.38148,6.09731,21000,Consumer Cyclicals
TNET,60.73,1.6231593,0.97,Buy,501985,4193368600,22.5667,2.72379,3100,Industrials
TDOC,58.74,-0.305499,-0.18,Sell,1257907,4169578500,,-1.4792,2000,Healthcare
DECK,142.72,1.21268,1.71,Buy,556008,4107760600,16.13691,8.81321,3500,Consumer Cyclicals
SINA,58.57,2.826545,1.61,Sell,864075,4067498200,32.80539,1.7858,8224,Technology
LOGM,81.26,1.575,1.26,Sell,587193,4067159800,58.44493,1.38705,3515,Technology
RAMP,60.1,2.4722934,1.45,Buy,1290307,4001932300,,-1.07754,3380,Technology
EME,71.9,2.1161766,1.49,Buy,545286,3942793000,14.36564,4.9294,33000,Industrials
TNDM,65.28,1.1779293,0.76,Buy,1901097,3723940600,,-10.36975,574,Healthcare
CYBR,110.74,3.6600206,3.91,Buy,930379,3658990600,84.65873,1.29682,1015,Technology
TECD,101.13,4.656939,4.5,Buy,704762,3646641700,12.07994,8.02419,14000,Consumer Cyclicals
AVLR,53.33,2.0669856,1.08,Buy,1221349,3629837600,,-1.13613,1592,Technology
EXP,78.09,-1.2019231,-0.95,Buy,799922,3627824600,16.15022,4.92975,2200,Basic Materials
AAN,53.21,0.8147025,0.43,Buy,996448,3620432600,19.02236,2.83462,11800,Consumer Cyclicals
BCO,75.38,3.7006466,2.69,Sell,546084,3608699600,,-0.6806,59400,Industrials
AWI,73.99,0.74891067,0.55,Buy,818489,3562015500,20.24133,3.68846,4000,Basic Materials
SAVE,53.07,2.6896286,1.39,Sell,1242459,3531241500,22.78871,2.28134,7708,Industrials
RARE,64.98,3.5043008,2.2,Buy,599696,3511477000,,-3.89602,610,Healthcare
AMCX,61.25,-1.8272159,-1.14,Sell,663536,3507229000,8.12482,7.78873,2234,Consumer Cyclicals
THO,66.12,4.0440598,2.57,Buy,836098,3499283700,14.28787,4.46248,17500,Consumer Cyclicals
SMTC,54.36,3.2674773,1.72,Buy,827917,3464180500,38.92512,1.37239,1282,Technology
IRBT,122.97,0.63011456,0.77,Buy,817843,3396746200,38.822,3.25594,1032,Technology
CSOD,56.08,3.7557817,2.03,Buy,583793,3194366500,,-0.60961,1953,Technology
UFS,50.51,1.2021639,0.6,Buy,545912,3140524000,11.3768,4.40044,10000,Basic Materials
R,60.91,3.167344,1.87,Neutral,1014843,3136015000,11.12629,5.33742,39600,Industrials
TPX,57.24,-0.15698586,-0.09,Buy,570251,3132585500,28.33532,2.0472,6200,Consumer Cyclicals
FIVN,53.49,2.9247644,1.52,Buy,1198509,3079381000,,-0.00502,860,Technology
GDOT,58.2,1.5529577,0.89,Strong Sell,650278,3032673300,26.16644,2.2971,1100,Financials
ICPT,104.85,3.8735883,3.91,Buy,614146,2997300000,,-10.93997,330,Healthcare
SPB,56.32,1.3314142,0.74,Buy,613614,2985546000,9.27155,6.00043,13000,Consumer Cyclicals
TCBI,59.26,0.25376418,0.15,Sell,643483,2970172400,10.22001,5.82798,1641,Financials
EBS,59.51,4.5318813,2.58,Sell,516282,2914816000,50.16434,1.17125,1705,Healthcare
CLB,67.56,3.3027523,2.16,Buy,905781,2898327800,36.5549,1.80046,4700,Energy
GBT,51.27,2.4990003,1.25,Buy,691175,2817239300,,-3.40598,171,Healthcare
ALRM,59.98,3.1470335,1.83,Sell,587525,2801801200,136.3008,0.45166,884,Technology
FIZZ,59.36,1.8706024,1.09,Strong Sell,1229577,2717860900,16.76072,3.49947,1500,Consumer Non-Cyclicals
GHDX,75.08,2.1774633,1.6,Sell,569378,2711707000,107.4175,0.72949,863,Healthcare
QURE,65.23,4.5352564,2.83,Strong Buy,770082,2347881200,,-2.33912,212,Healthcare
EVBG,73.59,4.665055,3.28,Buy,752568,2306721800,,-1.63774,691,Technology
VC,77.74,-0.62635815,-0.49,Sell,932229,2261611000,13.61561,5.78256,10000,Consumer Cyclicals
BEAT,67.25,1.7551824,1.16,Sell,511154,2221139500,55.34851,1.30193,1500,Healthcare
LGND,110.98,4.767299,5.05,Sell,568891,2165782000,18.80632,6.78169,116,Healthcare
ACIA,53.59,3.0576923,1.59,Buy,1482337,2093426400,671.9214,0.11792,386,Technology
SITE,52.26,2.5912838,1.32,Sell,558900,2086264700,29.43675,1.85051,4300,Consumer Non-Cyclicals
INGN,96.28,2.4800425,2.33,Sell,701186,2049509400,40.7955,2.43861,1099,Healthcare
MYOK,52.38,5.45601,2.71,Buy,867128,2002687200,,-1.77223,165,Healthcare
RGNX,56.51,4.822853,2.6,Buy,588186,1963333000,18.67246,3.18031,192,Healthcare
MEDP,52.86,2.1449275,1.11,Sell,560560,1846894600,26.25065,2.04741,2900,Healthcare
VRNS,61.33,5.905716,3.42,Buy,673613,1713012900,,-0.9997,1460,Technology
MGLN,64.33,0.15569049,0.1,Sell,707666,1536724700,69.80308,0.98361,10500,Healthcare
STMP,88.31,1.4008497,1.22,Sell,607555,1526460200,9.67724,9.40555,1179,Technology
TRHC,62.64,7.3889937,4.31,Buy,994786,1232433200,,-2.49607,952,Healthcare
NVEE,58.01,11.236816,5.86,Strong Sell,785985,565033300,22.42963,2.43272,1653,Industrials